Class,2011-01-02,2011-04-02,2011-07-26,2011-10-19,2012-01-05,2012-04-01,2012-06-28,2012-10-02,2013-01-03,2013-04-01,2013-07-01,2013-10-02,2014-01-05,2014-04-01,2014-07-01,2014-10-06,2015-01-04,2015-04-01,2015-07-01,2015-10-03,2016-01-01,2016-04-01,2016-07-01,2016-10-01,2017-01-06,2017-04-05,2017-07-05,2017-10-24,2018-01-25,2018-04-03,2018-07-05,2018-10-01,2019-01-08,2019-04-04,2019-07-01,2019-11-28,2020-01-06
\SweetHome3D\src\com\eteks\sweethome3d\model\Elevatable.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder
\SweetHome3D\src\com\eteks\sweethome3d\model\FurnitureCatalog.java,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer
\SweetHome3D\src\com\eteks\sweethome3d\model\FurnitureCategory.java,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer
\SweetHome3D\src\com\eteks\sweethome3d\model\Home.Property.java,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder
\SweetHome3D\src\com\eteks\sweethome3d\model\Home.java,Information Holder,Information Holder,Information Holder,Information Holder,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer
\SweetHome3D\src\com\eteks\sweethome3d\model\HomeApplication.java,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer
\SweetHome3D\src\com\eteks\sweethome3d\model\HomeDescriptor.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder
\SweetHome3D\src\com\eteks\sweethome3d\model\HomeDoorOrWindow.java,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder
\SweetHome3D\src\com\eteks\sweethome3d\model\HomeEnvironment.DrawingMode.java,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder
\SweetHome3D\src\com\eteks\sweethome3d\model\HomeEnvironment.Property.java,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder
\SweetHome3D\src\com\eteks\sweethome3d\model\HomeEnvironment.java,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder
\SweetHome3D\src\com\eteks\sweethome3d\model\HomeFurnitureGroup.LocationAndSizeChangeListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider
